case_id,task,phase,scope,total_rows,active_experts,inactive_experts,geometry,mean_m_e,min_m_e,max_m_e,m_e_cv,candidate,max_abs,mean_abs,relative_l2,cosine
case_000_real,gsm8k,early,real_route_replay,1606,50,14,real,32.12,1,145,1.0628919014118656,torch_grouped_full64_prebuilt,9.5367431640625e-07,1.4719359064940818e-08,0.002816121093928814,0.9999959468841553
case_000_real,gsm8k,early,real_route_replay,1606,50,14,real,32.12,1,145,1.0628919014118656,torch_grouped_active_prebuilt_oracle,9.5367431640625e-07,1.4719359064940818e-08,0.002816121093928814,0.9999959468841553
case_001_real,gsm8k,early,real_route_replay,781,47,17,real,16.617021276595743,1,131,1.5198727786045299,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4779906187811775e-08,0.002817778615280986,0.9999960064888
case_001_real,gsm8k,early,real_route_replay,781,47,17,real,16.617021276595743,1,131,1.5198727786045299,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4779906187811775e-08,0.002817778615280986,0.9999960064888
case_006_real,gsm8k,late,real_route_replay,3,3,61,real,1.0,1,1,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5634240568829227e-08,0.0027837723027914762,0.9999961853027344
case_006_real,gsm8k,late,real_route_replay,3,3,61,real,1.0,1,1,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5634240568829227e-08,0.0027837723027914762,0.9999961853027344
case_007_real,gsm8k,late,real_route_replay,67,17,47,real,3.9411764705882355,1,8,0.421625280353001,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5244911111267356e-08,0.0028091357089579105,0.9999961256980896
case_007_real,gsm8k,late,real_route_replay,67,17,47,real,3.9411764705882355,1,8,0.421625280353001,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5244911111267356e-08,0.0028091357089579105,0.9999961256980896
case_010_real,gsm8k,middle,real_route_replay,532,44,20,real,12.090909090909092,1,40,0.8467247089649499,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5438109457477367e-08,0.0028156409971415997,0.9999959468841553
case_010_real,gsm8k,middle,real_route_replay,532,44,20,real,12.090909090909092,1,40,0.8467247089649499,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5438109457477367e-08,0.0028156409971415997,0.9999959468841553
case_011_real,gsm8k,middle,real_route_replay,746,43,21,real,17.348837209302324,1,141,1.5498019291024179,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4453070740216845e-08,0.0028305219020694494,0.9999960064888
case_011_real,gsm8k,middle,real_route_replay,746,43,21,real,17.348837209302324,1,141,1.5498019291024179,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4453070740216845e-08,0.0028305219020694494,0.9999960064888
case_015_real,humaneval,early,real_route_replay,276,24,40,real,11.5,1,39,0.9294590576709543,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5473487380290862e-08,0.0028193634934723377,0.9999961256980896
case_015_real,humaneval,early,real_route_replay,276,24,40,real,11.5,1,39,0.9294590576709543,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5473487380290862e-08,0.0028193634934723377,0.9999961256980896
case_016_real,humaneval,early,real_route_replay,1667,44,20,real,37.88636363636363,1,271,1.3240985594254273,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4537655523838566e-08,0.0028234580531716347,0.9999960660934448
case_016_real,humaneval,early,real_route_replay,1667,44,20,real,37.88636363636363,1,271,1.3240985594254273,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4537655523838566e-08,0.0028234580531716347,0.9999960660934448
case_021_real,humaneval,late,real_route_replay,3,3,61,real,1.0,1,1,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.7157658405153597e-08,0.0027233613654971123,0.9999963045120239
case_021_real,humaneval,late,real_route_replay,3,3,61,real,1.0,1,1,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.7157658405153597e-08,0.0027233613654971123,0.9999963045120239
case_022_real,humaneval,late,real_route_replay,15,5,59,real,3.0,3,3,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.7517557182600285e-08,0.0028411487583070993,0.9999960064888
case_022_real,humaneval,late,real_route_replay,15,5,59,real,3.0,3,3,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.7517557182600285e-08,0.0028411487583070993,0.9999960064888
case_025_real,humaneval,middle,real_route_replay,12,6,58,real,2.0,1,3,0.28867513459481287,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.8866103346226737e-08,0.002785552991554141,0.9999962449073792
case_025_real,humaneval,middle,real_route_replay,12,6,58,real,2.0,1,3,0.28867513459481287,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.8866103346226737e-08,0.002785552991554141,0.9999962449073792
case_026_real,humaneval,middle,real_route_replay,137,19,45,real,7.2105263157894735,2,33,1.0719742920108508,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.2518769132441321e-08,0.00282107712700963,0.9999960064888
case_026_real,humaneval,middle,real_route_replay,137,19,45,real,7.2105263157894735,2,33,1.0719742920108508,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.2518769132441321e-08,0.00282107712700963,0.9999960064888
